Date,Soneri Bank Ltd
20110528,546.980455234329
20110529,546.980455234329
20110530,532.5885928239288
20110531,540.5820476147131
20110601,379.176143189026
20110602,382.14178370546216
20110603,378.9975900196648
20110604,378.9975900196648
20110605,378.9975900196648
20110606,392.09109628701776
20110607,387.345369935412
20110608,414.01194397342704
20110609,409.6605679093454
20110610,409.1284663498623
20110611,409.1284663498623
20110612,409.1284663498623
20110613,437.4659825572103
20110614,434.1835210344867
20110615,450.23898949057997
20110616,465.81580057728166
20110617,470.9641860987127
20110618,470.9641860987127
20110619,470.9641860987127
20110620,489.1329886354074
20110621,472.8165245479365
20110622,491.70405724111436
20110623,473.8879273999689
20110624,484.2936883225272
20110625,484.2936883225272
20110626,484.2936883225272
20110627,483.09465399687326
20110628,501.26673883000814
20110629,464.3722366547556
20110630,511.38660348630293
20110701,509.5825966829061
20110702,509.5825966829061
20110703,509.5825966829061
20110704,510.0839320771977
20110705,501.0223786457848
20110706,514.4053501486474
20110707,518.3768728297689
20110708,514.3812528510559
20110709,514.3812528510559
20110710,514.3812528510559
20110711,531.9917325094762
20110712,540.1250370227399
20110713,550.974202071922
20110714,559.2490979402124
20110715,550.318715974655
20110716,550.318715974655
20110717,550.318715974655
20110718,560.2527217931142
20110719,553.486021224146
20110720,565.2890434596142
20110721,552.8853323753262
20110722,554.0175355551364
20110723,554.0175355551364
20110724,554.0175355551364
20110725,550.546699799962
20110726,548.8804736837193
20110727,557.5009371551205
20110728,568.5796964354024
20110729,594.664835797507
20110730,594.664835797507
20110731,594.664835797507
20110801,596.7730609532783
20110802,603.6032808886702
20110803,642.886015102596
20110804,657.1081106036514
20110805,763.7075789885921
20110806,763.7075789885921
20110807,763.7075789885921
20110808,812.849714756256
20110809,819.658077165952
20110810,829.8689368876484
20110811,840.2248390429558
20110812,745.4957031692098
20110813,745.4957031692098
20110814,745.4957031692098
20110815,812.1206972708119
20110816,789.2332637786908
20110817,802.1129832208127
20110818,890.6524242732035
20110819,897.8197539716577
20110820,897.8197539716577
20110821,897.8197539716577
20110822,905.6954257934932
20110823,905.3919404386361
20110824,878.3748866929229
20110825,865.0337392443226
20110826,865.0337392443226
20110827,865.0337392443226
20110828,865.0337392443226
20110829,808.6093881740136
20110830,763.9391082686128
20110831,763.9391082686128
20110901,763.9391082686128
20110902,763.9391082686128
20110903,763.9391082686128
20110904,763.9391082686128
20110905,779.3011572361378
20110906,783.6114730189579
20110907,765.2747336150413
20110908,771.8540727319556
20110909,732.7662272952039
20110910,732.7662272952039
20110911,732.7662272952039
20110912,784.6819292607253
20110913,794.7913859111059
20110914,779.9733201472224
20110915,800.0702583832281
20110916,776.2952090890972
20110917,776.2952090890972
20110918,776.2952090890972
20110919,788.7909612228634
20110920,769.0606039457687
20110921,696.7952521864015
20110922,717.3802373108048
20110923,698.7107195807936
