Date,AQ Estate PCL
20071206,48.4991631062503
20071207,46.85015369576099
20071208,46.85015369576099
20071209,46.85015369576099
20071210,46.85015369576099
20071211,46.68389087021394
20071212,48.439121288070375
20071213,49.623522961605204
20071214,49.604341245082566
20071215,49.604341245082566
20071216,49.604341245082566
20071217,54.156585358810084
20071218,54.56847241897078
20071219,51.37945697456623
20071220,55.62453352911945
20071221,52.156844774669366
20071222,52.156844774669366
20071223,52.156844774669366
20071224,52.156844774669366
20071225,49.42632912894962
20071226,50.36944997147327
20071227,46.87621864848354
20071228,37.672287135141836
20071229,37.672287135141836
20071230,37.672287135141836
20071231,37.672287135141836
20080101,37.672287135141836
20080102,39.339898565262374
20080103,39.00542563800862
20080104,39.51242864596647
20080105,39.51242864596647
20080106,39.51242864596647
20080107,40.49487125673566
20080108,39.68834206807091
20080109,38.63042886419941
20080110,39.81774259000387
20080111,40.80633332283068
20080112,40.80633332283068
20080113,40.80633332283068
20080114,42.023664522949716
20080115,44.730668551240576
20080116,48.03882404960781
20080117,46.05613454030155
20080118,45.566547348929966
20080119,45.566547348929966
20080120,45.566547348929966
20080121,48.97658387711801
20080122,55.675884136189
20080123,57.76244257579578
20080124,61.273336484508775
20080125,58.388281179899835
20080126,58.388281179899835
20080127,58.388281179899835
20080128,61.19526270142114
20080129,57.569862598474984
20080130,53.305534374587744
20080131,48.1128340483583
20080201,42.387399465657374
20080202,42.387399465657374
20080203,42.387399465657374
20080204,44.77410371807106
20080205,41.2827643887974
20080206,44.2423312082894
20080207,33.98735582526566
20080208,34.90283154307388
20080209,34.90283154307388
20080210,34.90283154307388
20080211,31.472446129979815
20080212,31.094164000161317
20080213,30.26584324539144
20080214,30.306033508213016
20080215,31.699205059595627
20080216,31.699205059595627
20080217,31.699205059595627
20080218,31.598682107983958
20080219,31.35846724339452
20080220,31.782509418817156
20080221,31.782509418817156
20080222,31.767669980987627
20080223,31.767669980987627
20080224,31.767669980987627
20080225,31.337338356473804
20080226,33.90391458303476
20080227,33.51304703395511
20080228,31.395527725701
20080229,26.31578376029753
20080301,26.31578376029753
20080302,26.31578376029753
20080303,33.550536650319785
20080304,34.09817448328394
20080305,32.37403632727709
20080306,34.16235416487077
20080307,34.54489961264598
20080308,34.54489961264598
20080309,34.54489961264598
20080310,39.32807134031623
20080311,37.28581053608011
20080312,39.49089734184597
20080313,40.91546617263114
20080314,39.84553132701851
20080315,39.84553132701851
20080316,39.84553132701851
20080317,41.07400729788199
20080318,38.46308447360066
20080319,40.50151094805558
20080320,41.212133909959405
20080321,39.629093846309786
20080322,39.629093846309786
20080323,39.629093846309786
20080324,41.09084449442741
20080325,39.1785179160326
20080326,40.51876886541643
20080327,35.7993510205369
20080328,38.18338818863043
20080329,38.18338818863043
20080330,38.18338818863043
20080331,42.069879410555494
20080401,42.410733409094476
20080402,41.4624730460936
20080403,36.933463990457355
20080404,38.32255204178605
20080405,38.32255204178605
20080406,38.32255204178605
20080407,38.32255204178605
20080408,38.92288758247025
20080409,40.370444605201136
20080410,41.577074413873575
20080411,41.90674376272918
20080412,41.90674376272918
20080413,41.90674376272918
20080414,41.90674376272918
20080415,41.90674376272918
20080416,40.262888591734324
20080417,40.326941163377356
20080418,42.11149445663737
20080419,42.11149445663737
20080420,42.11149445663737
20080421,42.58565706021209
20080422,40.93370414755807
20080423,40.68344613792479
20080424,42.67023650199322
20080425,43.84869365125516
20080426,43.84869365125516
20080427,43.84869365125516
20080428,45.87304398952999
20080429,46.57463987036849
20080430,49.45399003568252
20080501,49.45399003568252
20080502,45.21212287228324
20080503,45.21212287228324
20080504,45.21212287228324
20080505,45.21212287228324
20080506,48.26057445610912
20080507,50.06064689571495
20080508,48.96177512461347
20080509,49.639905544485366
20080510,49.639905544485366
20080511,49.639905544485366
20080512,49.268403569363294
20080513,51.45377718620401
20080514,50.81140193689031
20080515,37.19380864079399
20080516,37.2113904486836
20080517,37.2113904486836
20080518,37.2113904486836
20080519,37.2113904486836
20080520,37.4982597938993
20080521,36.75713313400101
20080522,37.28688503749359
20080523,39.71504425060798
20080524,39.71504425060798
20080525,39.71504425060798
20080526,42.455416616588344
20080527,41.889441646363885
20080528,46.08716495468139
20080529,48.776718092880365
20080530,47.17354472807557
20080531,47.17354472807557
20080601,47.17354472807557
20080602,53.116263881065045
20080603,52.34689234211881
20080604,51.081741774688055
20080605,49.68142502792897
20080606,50.14731130309477
20080607,50.14731130309477
20080608,50.14731130309477
20080609,52.950606870771864
20080610,56.57720767683565
20080611,57.534760818028126
20080612,57.654527301905276
20080613,62.25870610290093
20080614,62.25870610290093
20080615,62.25870610290093
20080616,65.96327666926496
20080617,68.57425622535234
20080618,72.76343749936889
20080619,84.78506462169503
20080620,80.13870510349723
20080621,80.13870510349723
20080622,80.13870510349723
20080623,78.69045401633052
20080624,78.76810945861126
20080625,74.4876894742537
20080626,75.31337535429127
20080627,76.93587261099013
20080628,76.93587261099013
20080629,76.93587261099013
20080630,74.172091149655
20080701,74.172091149655
20080702,76.29690494630998
20080703,81.8168685483986
20080704,79.83943919935251
20080705,79.83943919935251
20080706,79.83943919935251
20080707,87.5329262472637
20080708,93.26869510885754
20080709,95.81811955128232
20080710,92.05968236921734
20080711,91.43157231883959
20080712,91.43157231883959
20080713,91.43157231883959
20080714,94.60342467429165
20080715,106.71122678769581
20080716,109.97032407557913
20080717,109.97032407557913
20080718,120.50675708374432
20080719,120.50675708374432
20080720,120.50675708374432
20080721,104.70580104829206
20080722,104.30645384439968
20080723,99.63281766548295
20080724,93.97482034720011
20080725,93.70995095395818
20080726,93.70995095395818
20080727,93.70995095395818
20080728,84.66218682072899
20080729,83.93762748193043
20080730,81.74991995402543
20080731,75.71158009344762
