Date,Aplus Financial Co Ltd
20150731,12.922600453325392
20150801,12.922600453325392
20150802,12.922600453325392
20150803,13.77935851146467
20150804,13.689627525676123
20150805,13.069377434524592
20150806,13.593872068429784
20150807,13.86212742798351
20150808,13.86212742798351
20150809,13.86212742798351
20150810,13.207071969304211
20150811,13.309455337775876
20150812,13.772670049713412
20150813,13.964609598291787
20150814,14.24566928256702
20150815,14.24566928256702
20150816,14.24566928256702
20150817,14.354214849657819
20150818,14.06778134213658
20150819,14.253046881713157
20150820,14.451645737617918
20150821,15.976182741597032
20150822,15.976182741597032
20150823,15.976182741597032
20150824,19.44677146918386
20150825,23.19006385621885
20150826,18.771181115909485
20150827,17.806368487575888
20150828,17.398606362175485
20150829,17.398606362175485
20150830,17.398606362175485
20150831,19.567252706188455
20150901,21.154833484753436
20150902,21.276584880956907
20150903,21.323736954574333
20150904,22.836047576233078
20150905,22.836047576233078
20150906,22.836047576233078
20150907,22.0027634379189
20150908,23.18641574153518
20150909,20.54117317008232
20150910,20.89913442721745
20150911,20.414036712844865
20150912,20.414036712844865
20150913,20.414036712844865
20150914,21.076017587071902
20150915,21.615433794349684
20150916,21.368095340510212
20150917,20.25436292669521
20150918,20.898043582449755
20150919,20.898043582449755
20150920,20.898043582449755
20150921,20.898043582449755
20150922,20.898043582449755
20150923,20.898043582449755
20150924,22.80480371301617
20150925,20.805858883296033
20150926,20.805858883296033
20150927,20.805858883296033
20150928,20.07478982375356
20150929,22.87918705702452
20150930,21.911116039149505
20151001,20.674322503103966
20151002,20.037391100158498
20151003,20.037391100158498
20151004,20.037391100158498
20151005,19.365889032558066
20151006,19.63941495307619
20151007,19.24929990178432
20151008,18.62461199500079
20151009,18.320610066547747
20151010,18.320610066547747
20151011,18.320610066547747
20151012,18.320610066547747
20151013,18.019399665605693
20151014,19.038671721401517
20151015,18.41784138832038
20151016,17.58087980124351
20151017,17.58087980124351
20151018,17.58087980124351
20151019,17.60637049116086
20151020,18.851233667111455
20151021,18.171800128242317
20151022,18.23857606596747
20151023,18.35159857968938
20151024,18.35159857968938
20151025,18.35159857968938
20151026,18.337557184166428
20151027,18.715968303459015
20151028,18.355642026062927
20151029,17.627512940226946
20151030,12.348105400346663
20151031,12.348105400346663
20151101,12.348105400346663
20151102,13.809186132546477
20151103,13.809186132546477
20151104,14.389558432981687
20151105,14.23537754542679
20151106,14.361116821026007
20151107,14.361116821026007
20151108,14.361116821026007
20151109,14.222876789289067
20151110,14.354063393945886
20151111,14.48554407587015
20151112,15.609076847269982
20151113,14.72427605001494
20151114,14.72427605001494
20151115,14.72427605001494
20151116,15.317279070657413
20151117,14.674682730774496
20151118,14.355169670315858
