Date,Agat Ejendomme A/S
20110214,19.310934268681997
20110215,18.99433340606253
20110216,19.435471444221772
20110217,20.193340491867165
20110218,20.247161152186937
20110219,20.247161152186937
20110220,20.247161152186937
20110221,20.51613294308851
20110222,21.383442217904847
20110223,20.461425128959636
20110224,21.064502671769237
20110225,20.847333752499924
20110226,20.847333752499924
20110227,20.847333752499924
20110228,21.01051110328729
20110301,22.547412635230824
20110302,23.716820720495626
20110303,22.975376363171417
20110304,21.62804702003347
20110305,21.62804702003347
20110306,21.62804702003347
20110307,22.193300712311064
20110308,22.50730997906386
20110309,22.877704001719156
20110310,23.994874151257534
20110311,23.866573525993495
20110312,23.866573525993495
20110313,23.866573525993495
20110314,23.339960502758924
20110315,23.261037602197128
20110316,23.435221326597077
20110317,25.459068378961263
20110318,25.12754123808583
20110319,25.12754123808583
20110320,25.12754123808583
20110321,24.1826562419594
20110322,25.769362804419362
20110323,25.5339384178408
20110324,26.10574356907422
20110325,26.378004034803205
20110326,26.378004034803205
20110327,26.378004034803205
20110328,27.21855210561941
20110329,26.648097836228587
20110330,26.254770796102576
20110331,25.70489243160437
20110401,26.077364599835974
20110402,26.077364599835974
20110403,26.077364599835974
20110404,25.658754376166417
20110405,26.209665064286817
20110406,26.14705494174435
20110407,26.59247105291388
20110408,26.625120483014225
20110409,26.625120483014225
20110410,26.625120483014225
20110411,25.908647353166543
20110412,26.235294253579863
20110413,26.331966097875213
20110414,26.811518359621136
20110415,26.9095518489225
20110416,26.9095518489225
20110417,26.9095518489225
20110418,27.137866398923325
20110419,26.695637791475942
20110420,26.774517748801877
20110421,26.774517748801877
20110422,26.774517748801877
20110423,26.774517748801877
20110424,26.774517748801877
20110425,26.774517748801877
20110426,26.122297715286052
20110427,24.95982796779964
20110428,21.70651111726095
20110429,20.77035641149339
20110430,20.77035641149339
20110501,20.77035641149339
20110502,20.331535099475953
20110503,20.782916646344482
20110504,21.871334194089695
20110505,22.264666027849685
20110506,21.028444213141942
20110507,21.028444213141942
20110508,21.028444213141942
20110509,22.406384892070808
20110510,21.780588325668237
20110511,22.478851308633196
20110512,22.778336955809998
20110513,22.144394185016594
20110514,22.144394185016594
20110515,22.144394185016594
20110516,22.709070649911176
20110517,23.472193864622252
20110518,23.81894674260716
20110519,25.482655301242715
20110520,25.482655301242715
20110521,25.482655301242715
