Date,Andhra Bank
20091027,3.3753624273880223
20091028,3.701240676981281
20091029,3.8637914272319196
20091030,3.485290320425556
20091031,3.485290320425556
20091101,3.485290320425556
20091102,3.485290320425556
20091103,4.7488573401469925
20091104,4.5433565131746905
20091105,4.1669164492390784
20091106,3.710565662320827
20091107,3.710565662320827
20091108,3.710565662320827
20091109,3.340546040202893
20091110,3.6310003183596695
20091111,3.22949037941087
20091112,3.318439057823612
20091113,3.2921199464099016
20091114,3.2921199464099016
20091115,3.2921199464099016
20091116,3.1308372991030904
20091117,3.0424058015553617
20091118,2.860858207465787
20091119,2.980867399994756
20091120,2.6082204208077795
20091121,2.6082204208077795
20091122,2.6082204208077795
20091123,2.864789008043653
20091124,2.7982356446701737
20091125,2.6712578832861067
20091126,3.0217797761622425
20091127,3.2170297281734923
20091128,3.2170297281734923
20091129,3.2170297281734923
20091130,3.125657212889326
20091201,2.8383793858998296
20091202,2.7938913205398377
20091203,2.7822113133657354
20091204,3.0829219031908974
20091205,3.0829219031908974
20091206,3.0829219031908974
20091207,3.029564165898457
20091208,2.941469622359434
20091209,3.126266959880457
20091210,3.2335510120221413
20091211,3.367921426923611
20091212,3.367921426923611
20091213,3.367921426923611
20091214,3.475376823530625
20091215,4.046834924954249
20091216,4.3675466356235
20091217,4.038106010228356
20091218,4.546432573669281
20091219,4.546432573669281
20091220,4.546432573669281
20091221,4.593803861625925
20091222,4.358765865846704
20091223,3.9169691555938893
20091224,3.7475783113631413
20091225,3.7475783113631413
20091226,3.7475783113631413
20091227,3.7475783113631413
20091228,3.7475783113631413
20091229,3.778108588768466
20091230,3.904313080434549
20091231,3.8057790787955685
20100101,3.8057790787955685
20100102,3.8057790787955685
20100103,3.8057790787955685
20100104,3.825732915938531
20100105,3.6784694790497836
20100106,3.7293603511862696
20100107,3.4543854120018693
20100108,3.376884915965909
20100109,3.376884915965909
20100110,3.376884915965909
20100111,3.1691267581097216
20100112,3.093476098085992
20100113,3.0783264440428826
20100114,3.121000077554467
20100115,2.9348224887448486
20100116,2.9348224887448486
20100117,2.9348224887448486
20100118,3.022559363918085
20100119,2.9950617602889475
20100120,2.704060264488121
20100121,2.9463409277401236
20100122,3.295617645536419
20100123,3.295617645536419
20100124,3.295617645536419
20100125,3.178358007508794
20100126,3.178358007508794
20100127,3.955869866878736
20100128,4.072475731802791
20100129,4.10895730624739
20100130,4.10895730624739
20100131,4.10895730624739
20100201,4.137948677534641
20100202,4.279787656413312
20100203,4.211473508977847
20100204,4.436735109436553
20100205,4.962554124461571
20100206,4.962554124461571
20100207,4.962554124461571
20100208,4.867174852054993
20100209,5.035923625750685
20100210,5.135205758507221
20100211,5.069985920555293
20100212,5.069985920555293
20100213,5.069985920555293
20100214,5.069985920555293
20100215,5.231815308137387
20100216,4.9182487892720745
20100217,4.422474063982933
20100218,4.651151759247427
20100219,4.912333899386645
20100220,4.912333899386645
20100221,4.912333899386645
20100222,4.800702766051034
20100223,4.841359437275882
20100224,5.00094780153111
20100225,5.331765640202273
20100226,5.108774927415712
20100227,5.108774927415712
20100228,5.108774927415712
20100301,5.108774927415712
20100302,4.487865613425873
20100303,4.049605599414586
20100304,4.000362661691233
20100305,3.8043915129621446
20100306,3.8043915129621446
20100307,3.8043915129621446
20100308,3.8581224042505284
20100309,3.772224325709302
20100310,4.1092911713722975
20100311,3.953678688755693
20100312,4.153230017691029
20100313,4.153230017691029
20100314,4.153230017691029
20100315,4.707265637041813
20100316,4.6062419980909945
20100317,4.524279826589341
20100318,4.68327439818868
20100319,4.923422400664779
20100320,4.923422400664779
20100321,4.923422400664779
20100322,5.126007513942764
20100323,5.2374535067546235
20100324,5.2374535067546235
20100325,5.35528091160309
20100326,5.29560140810431
20100327,5.29560140810431
20100328,5.29560140810431
20100329,5.297869398662164
20100330,4.703195689307909
20100331,4.724853117897392
20100401,4.582494006742049
20100402,4.582494006742049
20100403,4.582494006742049
20100404,4.582494006742049
20100405,4.085306590100859
20100406,4.004445648827055
20100407,3.894252529685984
20100408,4.024666884811503
20100409,4.01995822797991
20100410,4.01995822797991
20100411,4.01995822797991
20100412,4.2183941886898655
20100413,4.464086965886681
20100414,4.464086965886681
20100415,4.777279068915062
20100416,4.659830733290058
20100417,4.659830733290058
20100418,4.659830733290058
20100419,4.718919551955537
20100420,4.398835523247825
20100421,4.026524998864211
20100422,3.9458423846012503
20100423,4.068607131595223
20100424,4.068607131595223
20100425,4.068607131595223
20100426,3.991471085686018
20100427,4.249073260270928
20100428,4.378401545487844
20100429,5.096839287817258
20100430,5.064251030826455
20100501,5.064251030826455
20100502,5.064251030826455
20100503,5.237448909277888
20100504,6.101396763116814
20100505,5.584038685558806
20100506,5.805417711680462
20100507,6.178000716666472
20100508,6.178000716666472
20100509,6.178000716666472
20100510,5.576443997686618
20100511,5.76963855222725
20100512,6.01125967713992
20100513,5.954632812103751
20100514,6.041252398794453
20100515,6.041252398794453
20100516,6.041252398794453
20100517,6.795113154144387
20100518,7.846103616836542
20100519,8.585711975789605
20100520,8.673515531635536
20100521,8.607739828792502
20100522,8.607739828792502
20100523,8.607739828792502
20100524,8.941282906877884
20100525,9.85691740397577
20100526,9.552763786466988
20100527,9.15061075741287
20100528,8.939471359894856
20100529,8.939471359894856
20100530,8.939471359894856
20100531,8.469132041876215
20100601,8.599943529626687
20100602,9.092590872620198
20100603,8.111937385242758
20100604,8.266157436832675
20100605,8.266157436832675
20100606,8.266157436832675
20100607,8.344124314124189
20100608,8.433932161795603
20100609,9.222481256446503
20100610,8.614379358822015
20100611,8.78720444138571
20100612,8.78720444138571
20100613,8.78720444138571
20100614,8.47990323484017
20100615,8.127245737340463
20100616,8.485621227450457
20100617,8.390024559287774
20100618,8.229391150981176
20100619,8.229391150981176
20100620,8.229391150981176
20100621,7.866147572878952
20100622,8.178322890264951
20100623,8.004609330578953
20100624,8.034820817487201
20100625,8.30586893600905
20100626,8.30586893600905
20100627,8.30586893600905
20100628,8.120864026171258
20100629,8.486353820156152
20100630,7.410399999291668
20100701,7.592286459320887
20100702,7.6951078016570875
20100703,7.6951078016570875
20100704,7.6951078016570875
20100705,7.662431672920589
20100706,6.998682308086149
20100707,6.915001269035701
20100708,6.612572459165803
20100709,6.487028238481487
20100710,6.487028238481487
20100711,6.487028238481487
20100712,5.798223301645316
20100713,5.875377927209874
20100714,6.191766658370149
20100715,6.386290297285253
20100716,6.310236479459977
20100717,6.310236479459977
20100718,6.310236479459977
20100719,5.800278893427496
20100720,5.80734431624162
20100721,6.100050899005978
20100722,5.982029603036449
20100723,6.260179413840219
20100724,6.260179413840219
20100725,6.260179413840219
20100726,6.538359641742895
20100727,6.528810242287936
20100728,7.111466407326947
20100729,6.606654262721177
20100730,6.810953413794844
20100731,6.810953413794844
20100801,6.810953413794844
20100802,6.064437304463525
20100803,6.209018109337943
20100804,6.158029270013036
20100805,6.378363286776018
20100806,6.559302659537574
20100807,6.559302659537574
20100808,6.559302659537574
20100809,6.003410745259969
20100810,5.661221631535459
20100811,5.879188155779221
20100812,5.701041008607737
20100813,5.657206836793832
20100814,5.657206836793832
20100815,5.657206836793832
20100816,5.235941490872734
20100817,4.952931699065346
20100818,4.699367536604749
20100819,4.608921237087003
20100820,4.757392899684557
20100821,4.757392899684557
20100822,4.757392899684557
20100823,4.805777244730733
20100824,5.094499477627435
20100825,5.215538732815076
20100826,5.231037421821516
20100827,5.469184116720125
20100828,5.469184116720125
20100829,5.469184116720125
20100830,5.6168356629767
20100831,5.694049726106777
20100901,5.2742825086126714
20100902,4.972568859210227
20100903,4.975301002946824
20100904,4.975301002946824
20100905,4.975301002946824
20100906,4.79836746270018
20100907,5.112780549998329
20100908,4.896804532169507
20100909,4.596599246419985
20100910,4.596599246419985
20100911,4.596599246419985
20100912,4.596599246419985
20100913,4.065695562055357
20100914,4.162894274938186
20100915,4.0964394942456686
20100916,4.045895258972326
20100917,3.990045127253519
20100918,3.990045127253519
20100919,3.990045127253519
20100920,3.7866064823157206
20100921,4.217717077739145
20100922,4.249631819365744
20100923,4.146242926428352
20100924,3.9190145227361164
20100925,3.9190145227361164
20100926,3.9190145227361164
20100927,3.89661877543383
20100928,3.884697065620601
20100929,4.090783938440164
20100930,4.209490629013821
20101001,3.734720662060518
20101002,3.734720662060518
20101003,3.734720662060518
20101004,3.6538529799983674
20101005,3.5093529242565364
20101006,3.454353103978826
20101007,3.618661005637562
20101008,3.92132616984791
20101009,3.92132616984791
20101010,3.92132616984791
20101011,3.7673566963371465
20101012,3.8041453904550213
20101013,3.5943813041098602
20101014,3.6753234646896056
20101015,3.944934930116822
20101016,3.944934930116822
20101017,3.944934930116822
20101018,3.979755135047365
20101019,4.1066845691047975
20101020,4.282957117727394
20101021,3.7629025082307375
20101022,3.4400130620267477
20101023,3.4400130620267477
20101024,3.4400130620267477
20101025,3.3382500495353025
20101026,3.4605564975520515
20101027,3.2092132496635695
20101028,4.220689227637835
20101029,4.458682752517035
20101030,4.458682752517035
