Date,Gazit-Globe Ltd
20061006,6.859725373837939
20061007,6.859725373837939
20061009,6.658966794623421
20061010,6.829916971635054
20061011,7.027792054903558
20061012,6.687098079153924
20061013,6.687098079153924
20061014,6.687098079153924
20061016,6.838237040735374
20061017,6.054393376541427
20061018,5.872450117027953
20061019,5.615321632340617
20061020,5.615321632340617
20061021,5.615321632340617
20061023,5.544570837482231
20061024,5.364092719715631
20061025,5.060715148559078
20061026,4.438727875240524
20061027,4.438727875240524
20061028,4.438727875240524
20061030,4.382725819448041
20061031,4.433504257001136
20061101,4.54193866053236
20061102,4.729803110348042
20061103,4.729803110348042
20061104,4.729803110348042
20061106,4.905444989087284
20061107,5.1787633603314935
20061108,4.915569638880457
20061109,4.929617924587852
20061110,4.929617924587852
20061111,4.929617924587852
20061113,4.074919713824908
20061114,4.229235019544009
20061115,4.813116700702865
20061116,4.771149534988031
20061117,4.771149534988031
20061118,4.771149534988031
20061120,5.0458667165964695
20061121,4.807608291448846
20061122,4.548592928472765
20061123,4.9367811371323205
20061124,4.9367811371323205
20061125,4.9367811371323205
20061127,5.274613755590299
20061128,5.247983523926316
20061129,5.086631926515563
20061130,4.612738712165546
20061201,4.612738712165546
20061202,4.612738712165546
20061204,5.064855863828866
20061205,5.025135218569856
20061206,4.595857251792039
20061207,4.176345564389239
20061208,4.176345564389239
20061209,4.176345564389239
20061211,4.311527502652056
20061212,4.504974546341569
20061213,4.557849079499871
20061214,4.518532892629646
20061215,4.518532892629646
20061216,4.518532892629646
20061218,4.766816333760139
20061219,4.876495067859632
20061220,4.86009603390414
20061221,4.858449179498853
20061222,4.858449179498853
20061223,4.858449179498853
20061225,5.244293252001384
20061226,5.124076912340751
20061227,5.103945230997773
20061228,5.152243754884636
20061229,5.152243754884636
20061230,5.152243754884636
20070101,4.977281947813102
20070102,4.967940290556063
20070103,5.010092625204661
20070104,5.169069893915172
20070105,5.169069893915172
20070106,5.169069893915172
20070108,4.26076369518317
20070109,4.443101023511678
20070110,4.630708343931315
20070111,4.808970477872683
20070112,4.808970477872683
20070113,4.808970477872683
20070115,4.784592927512687
20070116,4.493427949407456
20070117,4.207716572035396
20070118,4.481854899762091
20070119,4.481854899762091
20070120,4.481854899762091
20070122,4.637028236390558
20070123,4.785913816193332
20070124,4.757821466502009
20070125,4.98963511953663
20070126,4.98963511953663
20070127,4.98963511953663
20070129,4.845395752230789
20070130,4.575814595187272
20070131,4.986580458752987
20070201,4.8632589119239595
20070202,4.8632589119239595
20070203,4.8632589119239595
20070205,4.633298001675304
20070206,4.6599752160904915
20070207,4.620375253794416
20070208,4.840703182654173
20070209,4.840703182654173
20070210,4.840703182654173
20070212,5.087763661064017
20070213,5.107909284918492
20070214,5.036690373061972
20070215,5.226046383255792
20070216,5.226046383255792
20070217,5.226046383255792
20070219,5.065602275013572
20070220,5.324050976930343
20070221,5.696148795369594
20070222,5.522280862866623
20070223,5.522280862866623
20070224,5.522280862866623
20070226,5.292079910697318
20070227,5.820942032698256
20070228,5.604292711302451
20070301,5.806484437947275
20070302,5.806484437947275
20070303,5.806484437947275
20070304,5.806484437947275
20070305,6.2296298671927595
20070306,6.008132860444138
20070307,5.852178602059736
20070308,5.393753654147831
20070309,5.393753654147831
20070310,5.393753654147831
20070312,5.300948131114868
20070313,5.5190179928139
20070314,6.207967290648778
20070315,6.485325459199717
20070316,6.485325459199717
20070317,6.485325459199717
20070319,6.617959824724422
20070320,6.965199026472562
20070321,6.929539587543962
20070322,6.733569918989143
20070323,6.733569918989143
20070324,6.733569918989143
20070326,8.540301446097303
20070327,8.554936045050768
20070328,8.767717375574602
20070329,15.673630064242982
20070330,15.673630064242982
20070331,15.673630064242982
20070404,15.304632210331166
20070405,15.650768239016134
20070406,15.650768239016134
20070407,15.650768239016134
20070408,15.650768239016134
20070409,15.650768239016134
20070410,16.013927882029
20070411,16.098755175791005
20070412,16.514665877379414
20070413,16.514665877379414
20070414,16.514665877379414
20070416,16.098698133411713
20070417,16.632638824443198
20070418,16.832413669809203
20070419,17.105232797893926
20070420,17.105232797893926
20070421,17.105232797893926
20070425,15.512972842511909
20070426,15.566612780724075
20070427,15.566612780724075
20070428,15.566612780724075
20070430,16.94053992770292
20070501,16.79669754645234
20070502,16.62656597089411
20070503,15.785863540379662
20070504,15.785863540379662
20070505,15.785863540379662
20070507,14.609397816063698
20070508,15.268863899516496
20070509,14.47565070833667
20070510,14.461307401618193
20070511,14.461307401618193
20070512,14.461307401618193
20070514,14.635217388194114
20070515,14.365961757847867
20070516,14.397533975565606
20070517,15.078413966115784
20070518,15.078413966115784
20070519,15.078413966115784
20070521,16.078892036244017
20070522,16.078892036244017
20070523,16.078892036244017
20070524,16.12559099559962
20070525,16.12559099559962
20070526,16.12559099559962
20070528,15.051383774208311
20070529,15.098002131311718
20070530,15.209044861346548
20070531,14.699147037886265
20070601,14.699147037886265
20070602,14.699147037886265
20070604,15.118398233138848
20070605,14.80788068383756
20070606,15.811535868127208
20070607,17.009948077506973
20070608,17.009948077506973
20070609,17.009948077506973
20070611,17.990195837105848
20070612,18.70378857444895
20070613,18.903503652059456
20070614,18.772643280117435
20070615,18.772643280117435
20070616,18.772643280117435
20070618,18.214295885317025
20070619,18.522691483868982
20070620,18.03318662209249
20070621,17.83195305286394
20070622,17.83195305286394
20070623,17.83195305286394
20070625,18.599685060726785
20070626,19.49983479776402
20070627,19.67832295598044
20070628,19.324934109740912
20070629,19.324934109740912
20070630,19.324934109740912
20070702,19.751208740640063
20070703,18.6745303738704
20070704,19.053640617692224
20070705,19.440854781355974
20070706,19.440854781355974
20070707,19.440854781355974
20070709,19.725068822580532
20070710,21.03365037704626
20070711,21.322743756053075
20070712,20.386301110674257
20070713,20.386301110674257
20070714,20.386301110674257
20070716,19.82050890603264
20070717,19.841280776365583
20070718,21.13303005919579
20070719,20.671065466475845
20070720,20.671065466475845
20070721,20.671065466475845
20070723,20.373442630096722
20070724,20.373442630096722
20070725,21.338179029098402
20070726,23.58142688818238
20070727,23.58142688818238
20070728,23.58142688818238
20070730,26.530982742843257
20070731,26.24302727445749
20070801,28.67273639040513
20070802,30.31079551929895
20070803,30.31079551929895
20070804,30.31079551929895
20070806,32.87974709949012
20070807,34.05374054179102
20070808,31.22472833890144
20070809,32.57974420964285
20070810,32.57974420964285
20070811,32.57974420964285
20070813,28.754652186538674
20070814,29.61983848849449
20070815,30.23519549237845
20070816,33.55673990322452
20070817,33.55673990322452
20070818,33.55673990322452
20070820,33.896056105347554
20070821,34.244754361019446
20070822,32.613211878355145
20070823,32.76478753984252
20070824,32.76478753984252
20070825,32.76478753984252
20070827,31.66290701467376
20070828,31.564493280475556
20070829,32.98115348244103
20070830,34.8528339466661
20070831,34.8528339466661
20070901,34.8528339466661
20070903,32.24560479421063
20070904,32.25034775530051
20070905,33.13868695399466
20070906,35.09861563087354
20070907,35.09861563087354
20070908,35.09861563087354
20070910,37.8714552854244
20070911,37.963957957023894
20070912,37.963957957023894
20070913,37.963957957023894
20070914,37.963957957023894
20070915,37.963957957023894
20070917,39.26323404344951
20070918,39.224091777456735
20070919,37.18279418732043
20070920,38.096236622528664
20070921,38.096236622528664
20070922,38.096236622528664
20070924,35.74708758136716
20070925,35.008862866617676
20070926,35.008862866617676
20070927,35.008862866617676
20070928,35.008862866617676
20070929,35.008862866617676
20071001,31.3329221093403
20071002,29.357607542617178
20071003,29.357607542617178
20071004,29.357607542617178
20071005,29.357607542617178
20071006,29.357607542617178
20071008,27.318287508748007
20071009,27.717744375782665
20071010,29.04779614662861
20071011,28.76576220905799
20071012,28.76576220905799
20071013,28.76576220905799
20071015,31.46346766978326
20071016,31.796579591124793
20071017,31.707620684089765
20071018,32.109965404180926
20071019,32.109965404180926
20071020,32.109965404180926
20071022,33.55277611596098
20071023,33.8631732308828
20071024,35.983105916945604
20071025,33.860183114103506
20071026,33.860183114103506
20071027,33.860183114103506
20071029,29.49054880042957
20071030,28.385142095582466
20071031,29.063566692244166
20071101,31.084032296895877
20071102,31.084032296895877
20071103,31.084032296895877
20071105,31.00745497284018
20071106,30.82094090330939
20071107,31.30751074468911
20071108,32.548413821556785
20071109,32.548413821556785
20071110,32.548413821556785
20071112,35.752364353785254
20071113,34.63718260242051
20071114,34.83722514984124
20071115,33.80571112174641
20071116,33.80571112174641
20071117,33.80571112174641
20071119,35.65755507946763
20071120,34.322758314069624
20071121,36.91050444434461
20071122,36.5396748790483
20071123,36.5396748790483
