Date,Land & General Bhd
20110215,2.80329868636225
20110216,2.7466809136897266
20110217,2.893732827761071
20110218,2.8211340014076205
20110219,2.8211340014076205
20110220,2.8211340014076205
20110221,3.0171669743274823
20110222,3.140498164647408
20110223,2.9407628229710188
20110224,3.4183759683188124
20110225,3.0899879600918054
20110226,3.0899879600918054
20110227,3.0899879600918054
20110228,3.597573667781046
20110301,3.81588556402991
20110302,3.994071228010812
20110303,4.109100061407013
20110304,3.75937719394037
20110305,3.75937719394037
20110306,3.75937719394037
20110307,4.207933725902843
20110308,4.006340542054094
20110309,3.6394289918193223
20110310,3.8159453198137663
20110311,4.187672916606474
20110312,4.187672916606474
20110313,4.187672916606474
20110314,4.076900191729182
20110315,4.449790897795591
20110316,4.2301563158805955
20110317,4.228600102679364
20110318,4.200010604795935
20110319,4.200010604795935
20110320,4.200010604795935
20110321,3.8969904373709916
20110322,3.6670876835769435
20110323,3.3715604602735176
20110324,3.4712701177862617
20110325,3.470388634321332
20110326,3.470388634321332
20110327,3.470388634321332
20110328,3.5748483108450713
20110329,3.3861407597588
20110330,3.2562230635527514
20110331,3.2232334111544727
20110401,3.0909023111468104
20110402,3.0909023111468104
20110403,3.0909023111468104
20110404,3.062454362927352
20110405,3.237932266797297
20110406,3.1493958074872257
20110407,3.044728170602933
20110408,3.0792601693566244
20110409,3.0792601693566244
20110410,3.0792601693566244
20110411,3.419114537797365
20110412,3.6626798983081796
20110413,3.5711670061152754
20110414,3.8159812046031014
20110415,3.7220843265214523
20110416,3.7220843265214523
20110417,3.7220843265214523
20110418,3.373771428917683
20110419,3.139618470034258
20110420,3.092580333072963
20110421,3.113522226847979
20110422,3.172959615023944
20110423,3.172959615023944
20110424,3.172959615023944
20110425,3.0812771217476533
20110426,3.081817170256097
20110427,3.1235619277704245
20110428,2.8908869744601198
20110429,3.0957499539588427
20110430,3.0957499539588427
20110501,3.0957499539588427
20110502,3.0957499539588427
20110503,3.048144557239962
20110504,3.185865543384469
20110505,3.287786617793406
20110506,3.257076610201507
20110507,3.257076610201507
20110508,3.257076610201507
20110509,3.160554557540342
20110510,3.3452552165521974
20110511,3.2808115083482985
20110512,3.337490684963474
20110513,3.272930913509007
20110514,3.272930913509007
20110515,3.272930913509007
20110516,3.2814506626444513
20110517,3.2814506626444513
20110518,3.333012165931137
20110519,3.1219996549412685
20110520,3.2322183660450428
20110521,3.2322183660450428
20110522,3.2322183660450428
20110523,3.17728976581511
20110524,3.0495712932597105
20110525,3.3445909824036635
20110526,3.441194799257426
20110527,3.3375919117069004
20110528,3.3375919117069004
20110529,3.3375919117069004
20110530,3.4434524473155412
20110531,3.2887661115376488
20110601,3.444275297222917
20110602,3.2423575611268656
20110603,3.2479143670536565
20110604,3.2479143670536565
20110605,3.2479143670536565
20110606,3.5678196227018946
20110607,3.4606371391321513
20110608,3.4195995868331885
20110609,3.3856367939069747
20110610,3.2661203201360824
