Date,AEC Securities PCL,AEON Financial Service Co Ltd,AF Global Ltd,Aichi Bank Ltd/The,Aksigorta AS,AF Global Ltd,DNB ASA,FirstRand Ltd,GAM Holding AG,Gazit-Globe Ltd,GEK Terna Holding Real Estate Construction SA,Gemdale Properties & Investment Corp Ltd,Jyske Bank A/S,Kuwait Financial Centre SAK,Ladenburg Thalmann Financial Services Inc,LAMDA Development SA,Land & General Bhd,SK Securities Co Ltd,Skandinaviska Enskilda Banken AB,Skjern Bank
2012-09-14,,5.488384920937859,4.82855034817959,73.76615305180547,5.044324056953348,4.82855034817959,41.68039119309235,23.804776448888816,1.6651451075633898,11.30937945042101,26.390960442126584,0.4946886717852043,42.57941582079565,10.470922205675588,57.64348541777663,21.483765627875208,4.891756006017617,23.457633111464247,14.596616352987638,25.29925910029965
2012-09-15,,5.488384920937859,4.82855034817959,73.76615305180547,5.044324056953348,4.82855034817959,41.68039119309235,23.804776448888816,1.6651451075633898,11.30937945042101,26.390960442126584,0.4946886717852043,42.57941582079565,10.470922205675588,57.64348541777663,21.483765627875208,4.891756006017617,23.457633111464247,14.596616352987638,25.29925910029965
2012-09-16,,5.488384920937859,4.82855034817959,73.76615305180547,5.044324056953348,4.82855034817959,41.68039119309235,23.804776448888816,1.6651451075633898,11.30937945042101,26.390960442126584,0.4946886717852043,42.57941582079565,,57.64348541777663,21.483765627875208,4.891756006017617,23.457633111464247,14.596616352987638,25.29925910029965
2012-09-17,,5.488384920937859,4.819599567239696,73.76615305180547,5.2253086937622575,4.819599567239696,44.13868511524527,23.82910446433827,1.6462783821268328,11.30937945042101,27.419982884437708,0.4998162635188186,41.292304777433074,11.285408788706102,56.96607039353554,21.685615571777372,4.891756006017617,24.281677466018724,15.123577790333126,25.961604713441755
2012-09-18,,5.6580617962634285,4.927138152571853,70.7789046194773,4.859940481639002,4.927138152571853,44.17149534304715,22.248421278571392,1.6833474121642769,11.30937945042101,25.844453437475902,0.5006196695546373,41.14971388155975,10.671880474806569,52.01749568409903,21.98853276414743,5.124908121705177,23.549331738509217,15.539090162182855,24.975375979726444
2012-09-19,,5.538194606788681,4.598333219983794,67.39915530817372,5.2808649379850765,4.598333219983794,43.796428954785185,21.23552042169363,1.6485402791604136,11.035009513886594,24.33886923704526,0.498797750921502,40.17253885905816,10.92070820873068,58.999013895881355,20.743593984987573,4.966532165679678,24.391007676480623,14.398052438324056,24.751148729238448
2012-09-20,,5.554067988823682,4.8967264246000095,69.74243713228049,5.260453294926061,4.8967264246000095,47.37336532997461,21.022137826823265,1.7563698582546083,10.447926193535364,21.574755722086614,0.4989486399997508,40.22277943160356,10.849039855827684,58.55492629509752,18.56641779476342,5.3758938937966985,26.614355689743057,14.77788679201652,20.81134727440337
2012-09-21,,5.416994662664091,4.740831544026249,68.32218280255525,5.432059914280112,4.740831544026249,44.97813937096592,20.441316836693897,1.757716947665834,10.447926193535364,20.000748703294953,0.4949849166301276,40.05221272814934,10.849039855827684,59.39242107013133,16.542476090067286,5.1312258146085235,25.921698371648702,14.475997013830506,20.65898443332771
2012-09-22,,5.416994662664091,4.740831544026249,68.32218280255525,5.432059914280112,4.740831544026249,44.97813937096592,20.441316836693897,1.757716947665834,10.447926193535364,20.000748703294953,0.4949849166301276,40.05221272814934,10.849039855827684,59.39242107013133,16.542476090067286,5.1312258146085235,25.921698371648702,14.475997013830506,20.65898443332771
2012-09-23,,5.416994662664091,4.740831544026249,68.32218280255525,5.432059914280112,4.740831544026249,44.97813937096592,20.441316836693897,1.757716947665834,,20.000748703294953,0.4949849166301276,40.05221272814934,,59.39242107013133,16.542476090067286,5.1312258146085235,25.921698371648702,14.475997013830506,20.65898443332771
2012-09-24,,5.2821714840343015,4.630404144041412,69.54775405410433,5.0923711563037095,4.630404144041412,43.49628025101759,20.441316836693897,1.713179942477678,10.034880824578837,20.38079072645637,0.490771682123411,40.14467875305889,10.81865049182097,59.662587223743145,16.774164371676093,5.217439273298808,25.76997732762921,13.778717636619039,21.113920609865804
2012-09-25,6.576602312867213,4.909543039033864,4.380339708220592,67.72306346866156,4.876138706009543,4.380339708220592,41.46278125773428,19.182717932520124,1.6720167449759946,10.034880824578837,21.265782601198726,0.4918860157523161,39.79887594141036,10.674788367670176,63.584865243606274,18.184495698033352,5.116850694513222,25.228052703542577,13.091621085843911,20.984368512787157
2012-09-26,,4.815684260919562,4.519467877770988,68.01808487504893,5.004258542842939,4.519467877770988,45.58286908896986,19.869454426843344,1.8080934872094927,10.034880824578837,21.692120420304214,0.2947688925678814,43.22341911410439,10.585875621140415,61.6820460716535,18.76048931441711,4.8594887249561465,28.147455917055588,13.997366978999612,22.139739926660226
